Classifier,Test Object Images,Ground Truth,Selected by Classifier,True Positive,True Negative,False Positive,False Negative,Accuracy,Precision,Recall,F1-Score
marker,food_jar/food_jar_3_4_80 (nan)      camera/camera_2_1_72 (nan)      marker/marker_4_1_75 (nan)      ,marker/marker_4_1_75 (nan) marker/marker_4_1_75 (nan) marker/marker_4_1_75 (nan) ,marker/marker_4_1_75 (nan) ,1.0,0.0,0.0,2.0,0.333333333333,1.0,0.333333333333,0.5
Total - marker,,,,,,,,0.6183333333333333,1.0,0.4999999999999999,0.65
 ,,,,,,,,,,,
scissors,food_jar/food_jar_3_4_80 (nan)      scissors/scissors_3_4_107 (nan)      ,scissors/scissors_3_4_107 (nan) scissors/scissors_3_4_107 (nan) scissors/scissors_3_4_107 (nan) ,scissors/scissors_3_4_107 (nan) ,1.0,-1.0,0.0,2.0,0.0,1.0,0.333333333333,0.5
scissors,food_jar/food_jar_3_4_80 (nan)      camera/camera_2_1_72 (nan)      scissors/scissors_3_4_107 (nan)      ,scissors/scissors_3_4_107 (nan) scissors/scissors_3_4_107 (nan) scissors/scissors_3_4_107 (nan) ,scissors/scissors_3_4_107 (nan) ,1.0,0.0,0.0,2.0,0.333333333333,1.0,0.333333333333,0.5
scissors,food_jar/food_jar_3_4_80 (nan)      camera/camera_2_1_72 (nan)      scissors/scissors_3_4_107 (nan)      ,scissors/scissors_3_4_107 (nan) scissors/scissors_3_4_107 (nan) scissors/scissors_3_4_107 (nan) ,scissors/scissors_3_4_107 (nan) ,1.0,0.0,0.0,2.0,0.333333333333,1.0,0.333333333333,0.5
scissors,food_jar/food_jar_3_4_80 (nan)      scissors/scissors_3_4_107 (nan)      ,scissors/scissors_3_4_107 (nan) scissors/scissors_3_4_107 (nan) scissors/scissors_3_4_107 (nan) ,scissors/scissors_3_4_107 (nan) ,1.0,-1.0,0.0,2.0,0.0,1.0,0.333333333333,0.5
scissors,food_jar/food_jar_3_4_80 (nan)      camera/camera_2_1_72 (nan)      glue_stick/glue_stick_1_4_146 (nan)      scissors/scissors_3_4_107 (nan)      tomato/tomato_1_4_101 (nan)      ,scissors/scissors_3_4_107 (nan) scissors/scissors_3_4_107 (nan) ,scissors/scissors_3_4_107 (nan) ,1.0,3.0,0.0,1.0,0.8,1.0,0.5,0.666666666667
scissors,food_jar/food_jar_3_4_80 (nan)      camera/camera_2_1_72 (nan)      scissors/scissors_3_4_107 (nan)      ,scissors/scissors_3_4_107 (nan) scissors/scissors_3_4_107 (nan) scissors/scissors_3_4_107 (nan) ,scissors/scissors_3_4_107 (nan) ,1.0,0.0,0.0,2.0,0.333333333333,1.0,0.333333333333,0.5
scissors,food_jar/food_jar_3_4_80 (nan)      camera/camera_2_1_72 (nan)      scissors/scissors_3_4_107 (nan)      tomato/tomato_1_4_101 (nan)      ,scissors/scissors_3_4_107 (nan) scissors/scissors_3_4_107 (nan) scissors/scissors_3_4_107 (nan) ,scissors/scissors_3_4_107 (nan) ,1.0,1.0,0.0,2.0,0.5,1.0,0.333333333333,0.5
scissors,food_jar/food_jar_3_4_80 (nan)      scissors/scissors_3_4_107 (nan)      ,scissors/scissors_3_4_107 (nan) scissors/scissors_3_4_107 (nan) scissors/scissors_3_4_107 (nan) ,scissors/scissors_3_4_107 (nan) ,1.0,-1.0,0.0,2.0,0.0,1.0,0.333333333333,0.5
scissors,food_jar/food_jar_3_4_80 (nan)      camera/camera_2_1_72 (nan)      scissors/scissors_3_4_107 (nan)      ,scissors/scissors_3_4_107 (nan) scissors/scissors_3_4_107 (nan) ,scissors/scissors_3_4_107 (nan) ,1.0,1.0,0.0,1.0,0.666666666667,1.0,0.5,0.666666666667
scissors,food_jar/food_jar_3_4_80 (nan)      camera/camera_2_1_72 (nan)      scissors/scissors_3_4_107 (nan)      ,scissors/scissors_3_4_107 (nan) scissors/scissors_3_4_107 (nan) scissors/scissors_3_4_107 (nan) ,scissors/scissors_3_4_107 (nan) ,1.0,0.0,0.0,2.0,0.333333333333,1.0,0.333333333333,0.5
Total - scissors,,,,,,,,0.32999999999999996,1.0,0.36666666666666664,0.5333333333333333
 ,,,,,,,,,,,
lime,glue_stick/glue_stick_1_4_146 (nan)      garlic/garlic_7_1_74 (nan)      camera/camera_2_1_72 (nan)      lime/lime_4_1_15 (nan)      tomato/tomato_1_4_101 (nan)      food_jar/food_jar_3_4_80 (nan)      ,lime/lime_4_1_15 (nan) ,lime/lime_4_1_15 (nan) ,1.0,5.0,0.0,0.0,1.0,1.0,1.0,1.0
lime,food_jar/food_jar_3_4_80 (nan)      camera/camera_2_1_72 (nan)      lime/lime_4_1_15 (nan)      ,lime/lime_4_1_15 (nan) lime/lime_4_1_15 (nan) lime/lime_4_1_15 (nan) ,lime/lime_4_1_15 (nan) ,1.0,0.0,0.0,2.0,0.333333333333,1.0,0.333333333333,0.5
lime,food_jar/food_jar_3_4_80 (nan)      camera/camera_2_1_72 (nan)      lime/lime_4_1_15 (nan)      tomato/tomato_1_4_101 (nan)      ,lime/lime_4_1_15 (nan) lime/lime_4_1_15 (nan) lime/lime_4_1_15 (nan) ,lime/lime_4_1_15 (nan) ,1.0,1.0,0.0,2.0,0.5,1.0,0.333333333333,0.5
lime,food_jar/food_jar_3_4_80 (nan)      camera/camera_2_1_72 (nan)      glue_stick/glue_stick_1_4_146 (nan)      lime/lime_4_1_15 (nan)      tomato/tomato_1_4_101 (nan)      ,lime/lime_4_1_15 (nan) lime/lime_4_1_15 (nan) ,lime/lime_4_1_15 (nan) ,1.0,3.0,0.0,1.0,0.8,1.0,0.5,0.666666666667
lime,food_jar/food_jar_3_4_80 (nan)      camera/camera_2_1_72 (nan)      lime/lime_4_1_15 (nan)      tomato/tomato_1_4_101 (nan)      ,lime/lime_4_1_15 (nan) lime/lime_4_1_15 (nan) lime/lime_4_1_15 (nan) ,lime/lime_4_1_15 (nan) ,1.0,1.0,0.0,2.0,0.5,1.0,0.333333333333,0.5
lime,food_jar/food_jar_3_4_80 (nan)      camera/camera_2_1_72 (nan)      lime/lime_4_1_15 (nan)      tomato/tomato_1_4_101 (nan)      ,lime/lime_4_1_15 (nan) ,lime/lime_4_1_15 (nan) ,1.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0
lime,food_jar/food_jar_3_4_80 (nan)      camera/camera_2_1_72 (nan)      lime/lime_4_1_15 (nan)      ,lime/lime_4_1_15 (nan) lime/lime_4_1_15 (nan) ,lime/lime_4_1_15 (nan) ,1.0,1.0,0.0,1.0,0.666666666667,1.0,0.5,0.666666666667
lime,glue_stick/glue_stick_1_4_146 (nan)      garlic/garlic_7_1_74 (nan)      camera/camera_2_1_72 (nan)      lime/lime_4_1_15 (nan)      tomato/tomato_1_4_101 (nan)      food_jar/food_jar_3_4_80 (nan)      ,lime/lime_4_1_15 (nan) ,lime/lime_4_1_15 (nan) ,1.0,5.0,0.0,0.0,1.0,1.0,1.0,1.0
lime,food_jar/food_jar_3_4_80 (nan)      camera/camera_2_1_72 (nan)      glue_stick/glue_stick_1_4_146 (nan)      lime/lime_4_1_15 (nan)      tomato/tomato_1_4_101 (nan)      ,lime/lime_4_1_15 (nan) lime/lime_4_1_15 (nan) ,lime/lime_4_1_15 (nan) ,1.0,3.0,0.0,1.0,0.8,1.0,0.5,0.666666666667
lime,food_jar/food_jar_3_4_80 (nan)      camera/camera_2_1_72 (nan)      glue_stick/glue_stick_1_4_146 (nan)      lime/lime_4_1_15 (nan)      tomato/tomato_1_4_101 (nan)      ,lime/lime_4_1_15 (nan) lime/lime_4_1_15 (nan) ,lime/lime_4_1_15 (nan) ,1.0,3.0,0.0,1.0,0.8,1.0,0.5,0.666666666667
Total - lime,,,,,,,,0.74,1.0,0.6,0.7166666666666667
 ,,,,,,,,,,,
toy,food_jar/food_jar_3_4_80 (nan)      camera/camera_2_1_72 (nan)      ball/ball_1_2_185 (nan)      ,ball/ball_1_2_185 (nan) ball/ball_1_2_185 (nan) ball/ball_1_2_185 (nan) ,ball/ball_1_2_185 (nan) ,1.0,0.0,0.0,2.0,0.333333333333,1.0,0.333333333333,0.5
toy,food_jar/food_jar_3_4_80 (nan)      ball/ball_1_2_185 (nan)      ,ball/ball_1_2_185 (nan) ball/ball_1_2_185 (nan) ball/ball_1_2_185 (nan) ,ball/ball_1_2_185 (nan) ,1.0,-1.0,0.0,2.0,0.0,1.0,0.333333333333,0.5
toy,food_jar/food_jar_3_4_80 (nan)      camera/camera_2_1_72 (nan)      ball/ball_1_2_185 (nan)      ,ball/ball_1_2_185 (nan) ball/ball_1_2_185 (nan) ball/ball_1_2_185 (nan) ,ball/ball_1_2_185 (nan) ,1.0,0.0,0.0,2.0,0.333333333333,1.0,0.333333333333,0.5
toy,food_jar/food_jar_3_4_80 (nan)      camera/camera_2_1_72 (nan)      tomato/tomato_1_4_101 (nan)      ball/ball_1_2_185 (nan)      ,ball/ball_1_2_185 (nan) ,ball/ball_1_2_185 (nan) ,1.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0
toy,food_jar/food_jar_3_4_80 (nan)      camera/camera_2_1_72 (nan)      ball/ball_1_2_185 (nan)      ,ball/ball_1_2_185 (nan) ball/ball_1_2_185 (nan) ball/ball_1_2_185 (nan) ,ball/ball_1_2_185 (nan) ,1.0,0.0,0.0,2.0,0.333333333333,1.0,0.333333333333,0.5
toy,food_jar/food_jar_3_4_80 (nan)      camera/camera_2_1_72 (nan)      ball/ball_1_2_185 (nan)      ,ball/ball_1_2_185 (nan) ball/ball_1_2_185 (nan) ball/ball_1_2_185 (nan) ,ball/ball_1_2_185 (nan) ,1.0,0.0,0.0,2.0,0.333333333333,1.0,0.333333333333,0.5
toy,food_jar/food_jar_3_4_80 (nan)      camera/camera_2_1_72 (nan)      tomato/tomato_1_4_101 (nan)      glue_stick/glue_stick_1_4_146 (nan)      ball/ball_1_2_185 (nan)      ,ball/ball_1_2_185 (nan) ,ball/ball_1_2_185 (nan) ,1.0,4.0,0.0,0.0,1.0,1.0,1.0,1.0
toy,food_jar/food_jar_3_4_80 (nan)      camera/camera_2_1_72 (nan)      ball/ball_1_2_185 (nan)      ,ball/ball_1_2_185 (nan) ball/ball_1_2_185 (nan) ,ball/ball_1_2_185 (nan) ,1.0,1.0,0.0,1.0,0.666666666667,1.0,0.5,0.666666666667
toy,food_jar/food_jar_3_4_80 (nan)      camera/camera_2_1_72 (nan)      ball/ball_1_2_185 (nan)      ,ball/ball_1_2_185 (nan) ball/ball_1_2_185 (nan) ,ball/ball_1_2_185 (nan) ,1.0,1.0,0.0,1.0,0.666666666667,1.0,0.5,0.666666666667
toy,food_jar/food_jar_3_4_80 (nan)      ball/ball_1_2_185 (nan)      ,ball/ball_1_2_185 (nan) ball/ball_1_2_185 (nan) ball/ball_1_2_185 (nan) ,ball/ball_1_2_185 (nan) ,1.0,-1.0,0.0,2.0,0.0,1.0,0.333333333333,0.5
Total - toy,,,,,,,,0.4666666666666666,1.0,0.4999999999999999,0.6333333333333333
 ,,,,,,,,,,,
toothpaste,food_can/food_can_10_4_167 (nan)      camera/camera_2_1_72 (nan)      glue_stick/glue_stick_1_4_146 (nan)      food_jar/food_jar_3_4_80 (nan)      tomato/tomato_1_4_101 (nan)      toothpaste/toothpaste_1_4_71 (nan)      ,toothpaste/toothpaste_1_4_71 (nan) ,toothpaste/toothpaste_1_4_71 (nan) ,1.0,5.0,0.0,0.0,1.0,1.0,1.0,1.0
toothpaste,toothpaste/toothpaste_1_4_71 (nan)      food_jar/food_jar_3_4_80 (nan)      tomato/tomato_1_4_101 (nan)      camera/camera_2_1_72 (nan)      ,toothpaste/toothpaste_1_4_71 (nan) toothpaste/toothpaste_1_4_71 (nan) ,toothpaste/toothpaste_1_4_71 (nan) ,1.0,2.0,0.0,1.0,0.75,1.0,0.5,0.666666666667
toothpaste,toothpaste/toothpaste_1_4_71 (nan)      food_jar/food_jar_3_4_80 (nan)      tomato/tomato_1_4_101 (nan)      camera/camera_2_1_72 (nan)      ,toothpaste/toothpaste_1_4_71 (nan) toothpaste/toothpaste_1_4_71 (nan) toothpaste/toothpaste_1_4_71 (nan) ,toothpaste/toothpaste_1_4_71 (nan) ,1.0,1.0,0.0,2.0,0.5,1.0,0.333333333333,0.5
toothpaste,toothpaste/toothpaste_1_4_71 (nan)      food_jar/food_jar_3_4_80 (nan)      camera/camera_2_1_72 (nan)      ,toothpaste/toothpaste_1_4_71 (nan) toothpaste/toothpaste_1_4_71 (nan) toothpaste/toothpaste_1_4_71 (nan) ,toothpaste/toothpaste_1_4_71 (nan) ,1.0,0.0,0.0,2.0,0.333333333333,1.0,0.333333333333,0.5
toothpaste,toothpaste/toothpaste_1_4_71 (nan)      food_jar/food_jar_3_4_80 (nan)      camera/camera_2_1_72 (nan)      ,toothpaste/toothpaste_1_4_71 (nan) toothpaste/toothpaste_1_4_71 (nan) toothpaste/toothpaste_1_4_71 (nan) ,toothpaste/toothpaste_1_4_71 (nan) ,1.0,0.0,0.0,2.0,0.333333333333,1.0,0.333333333333,0.5
toothpaste,toothpaste/toothpaste_1_4_71 (nan)      food_jar/food_jar_3_4_80 (nan)      ,toothpaste/toothpaste_1_4_71 (nan) toothpaste/toothpaste_1_4_71 (nan) toothpaste/toothpaste_1_4_71 (nan) ,toothpaste/toothpaste_1_4_71 (nan) ,1.0,-1.0,0.0,2.0,0.0,1.0,0.333333333333,0.5
toothpaste,toothpaste/toothpaste_1_4_71 (nan)      food_jar/food_jar_3_4_80 (nan)      tomato/tomato_1_4_101 (nan)      camera/camera_2_1_72 (nan)      ,toothpaste/toothpaste_1_4_71 (nan) toothpaste/toothpaste_1_4_71 (nan) ,toothpaste/toothpaste_1_4_71 (nan) ,1.0,2.0,0.0,1.0,0.75,1.0,0.5,0.666666666667
toothpaste,toothpaste/toothpaste_1_4_71 (nan)      food_jar/food_jar_3_4_80 (nan)      camera/camera_2_1_72 (nan)      ,toothpaste/toothpaste_1_4_71 (nan) toothpaste/toothpaste_1_4_71 (nan) ,toothpaste/toothpaste_1_4_71 (nan) ,1.0,1.0,0.0,1.0,0.666666666667,1.0,0.5,0.666666666667
toothpaste,toothpaste/toothpaste_1_4_71 (nan)      food_jar/food_jar_3_4_80 (nan)      tomato/tomato_1_4_101 (nan)      camera/camera_2_1_72 (nan)      ,toothpaste/toothpaste_1_4_71 (nan) toothpaste/toothpaste_1_4_71 (nan) ,toothpaste/toothpaste_1_4_71 (nan) ,1.0,2.0,0.0,1.0,0.75,1.0,0.5,0.666666666667
toothpaste,toothpaste/toothpaste_1_4_71 (nan)      food_jar/food_jar_3_4_80 (nan)      tomato/tomato_1_4_101 (nan)      glue_stick/glue_stick_1_4_146 (nan)      camera/camera_2_1_72 (nan)      ,toothpaste/toothpaste_1_4_71 (nan) ,toothpaste/toothpaste_1_4_71 (nan) ,1.0,4.0,0.0,0.0,1.0,1.0,1.0,1.0
Total - toothpaste,,,,,,,,0.6083333333333333,1.0,0.5333333333333333,0.6666666666666667
 ,,,,,,,,,,,
 ,,,,,,,,,,,
plastic,food_jar/food_jar_3_4_80 (nan)      camera/camera_2_1_72 (nan)      water_bottle/water_bottle_7_1_97 (nan)      glue_stick/glue_stick_1_4_146 (nan)      tomato/tomato_1_4_101 (nan)      ,water_bottle/water_bottle_7_1_97 (nan) ,water_bottle/water_bottle_7_1_97 (nan) ,1.0,4.0,0.0,0.0,1.0,1.0,1.0,1.0
plastic,food_jar/food_jar_3_4_80 (nan)      camera/camera_2_1_72 (nan)      water_bottle/water_bottle_7_1_97 (nan)      tomato/tomato_1_4_101 (nan)      ,water_bottle/water_bottle_7_1_97 (nan) water_bottle/water_bottle_7_1_97 (nan) water_bottle/water_bottle_7_1_97 (nan) ,water_bottle/water_bottle_7_1_97 (nan) ,1.0,1.0,0.0,2.0,0.5,1.0,0.333333333333,0.5
plastic,food_jar/food_jar_3_4_80 (nan)      camera/camera_2_1_72 (nan)      water_bottle/water_bottle_7_1_97 (nan)      ,water_bottle/water_bottle_7_1_97 (nan) water_bottle/water_bottle_7_1_97 (nan) ,water_bottle/water_bottle_7_1_97 (nan) ,1.0,1.0,0.0,1.0,0.666666666667,1.0,0.5,0.666666666667
plastic,glue_stick/glue_stick_1_4_146 (nan)      water_bottle/water_bottle_7_1_97 (nan)      lime/lime_4_1_15 (nan)      camera/camera_2_1_72 (nan)      tomato/tomato_1_4_101 (nan)      food_jar/food_jar_3_4_80 (nan)      ,water_bottle/water_bottle_7_1_97 (nan) ,water_bottle/water_bottle_7_1_97 (nan) ,1.0,5.0,0.0,0.0,1.0,1.0,1.0,1.0
plastic,food_jar/food_jar_3_4_80 (nan)      camera/camera_2_1_72 (nan)      water_bottle/water_bottle_7_1_97 (nan)      ,water_bottle/water_bottle_7_1_97 (nan) water_bottle/water_bottle_7_1_97 (nan) ,water_bottle/water_bottle_7_1_97 (nan) ,1.0,1.0,0.0,1.0,0.666666666667,1.0,0.5,0.666666666667
plastic,food_jar/food_jar_3_4_80 (nan)      camera/camera_2_1_72 (nan)      water_bottle/water_bottle_7_1_97 (nan)      ,water_bottle/water_bottle_7_1_97 (nan) water_bottle/water_bottle_7_1_97 (nan) water_bottle/water_bottle_7_1_97 (nan) ,water_bottle/water_bottle_7_1_97 (nan) ,1.0,0.0,0.0,2.0,0.333333333333,1.0,0.333333333333,0.5
plastic,food_jar/food_jar_3_4_80 (nan)      camera/camera_2_1_72 (nan)      water_bottle/water_bottle_7_1_97 (nan)      ,water_bottle/water_bottle_7_1_97 (nan) water_bottle/water_bottle_7_1_97 (nan) ,water_bottle/water_bottle_7_1_97 (nan) ,1.0,1.0,0.0,1.0,0.666666666667,1.0,0.5,0.666666666667
plastic,food_jar/food_jar_3_4_80 (nan)      water_bottle/water_bottle_7_1_97 (nan)      ,water_bottle/water_bottle_7_1_97 (nan) water_bottle/water_bottle_7_1_97 (nan) water_bottle/water_bottle_7_1_97 (nan) ,water_bottle/water_bottle_7_1_97 (nan) ,1.0,-1.0,0.0,2.0,0.0,1.0,0.333333333333,0.5
plastic,food_jar/food_jar_3_4_80 (nan)      camera/camera_2_1_72 (nan)      water_bottle/water_bottle_7_1_97 (nan)      glue_stick/glue_stick_1_4_146 (nan)      tomato/tomato_1_4_101 (nan)      ,water_bottle/water_bottle_7_1_97 (nan) ,water_bottle/water_bottle_7_1_97 (nan) ,1.0,4.0,0.0,0.0,1.0,1.0,1.0,1.0
plastic,food_jar/food_jar_3_4_80 (nan)      camera/camera_2_1_72 (nan)      water_bottle/water_bottle_7_1_97 (nan)      glue_stick/glue_stick_1_4_146 (nan)      tomato/tomato_1_4_101 (nan)      ,water_bottle/water_bottle_7_1_97 (nan) ,water_bottle/water_bottle_7_1_97 (nan) ,1.0,4.0,0.0,0.0,1.0,1.0,1.0,1.0
Total - plastic,,,,,,,,0.6833333333333333,1.0,0.65,0.75
 ,,,,,,,,,,,
camera,food_jar/food_jar_3_4_80 (nan)      camera/camera_2_1_72 (nan)      food_can/food_can_10_4_167 (nan)      glue_stick/glue_stick_1_4_146 (nan)      tomato/tomato_1_4_101 (nan)      ,camera/camera_2_1_72 (nan) camera/camera_2_1_72 (nan) ,camera/camera_2_1_72 (nan) ,1.0,3.0,0.0,1.0,0.8,1.0,0.5,0.666666666667
camera,food_jar/food_jar_3_4_80 (nan)      camera/camera_2_1_72 (nan)      glue_stick/glue_stick_1_4_146 (nan)      tomato/tomato_1_4_101 (nan)      ,camera/camera_2_1_72 (nan) camera/camera_2_1_72 (nan) ,camera/camera_2_1_72 (nan) ,1.0,2.0,0.0,1.0,0.75,1.0,0.5,0.666666666667
camera,food_jar/food_jar_3_4_80 (nan)      camera/camera_2_1_72 (nan)      glue_stick/glue_stick_1_4_146 (nan)      tomato/tomato_1_4_101 (nan)      ,camera/camera_2_1_72 (nan) camera/camera_2_1_72 (nan) camera/camera_2_1_72 (nan) ,camera/camera_2_1_72 (nan) ,1.0,1.0,0.0,2.0,0.5,1.0,0.333333333333,0.5
camera,food_jar/food_jar_3_4_80 (nan)      camera/camera_2_1_72 (nan)      glue_stick/glue_stick_1_4_146 (nan)      tomato/tomato_1_4_101 (nan)      ,camera/camera_2_1_72 (nan) ,camera/camera_2_1_72 (nan) ,1.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0
camera,food_jar/food_jar_3_4_80 (nan)      camera/camera_2_1_72 (nan)      glue_stick/glue_stick_1_4_146 (nan)      tomato/tomato_1_4_101 (nan)      ,camera/camera_2_1_72 (nan) camera/camera_2_1_72 (nan) camera/camera_2_1_72 (nan) ,camera/camera_2_1_72 (nan) ,1.0,1.0,0.0,2.0,0.5,1.0,0.333333333333,0.5
camera,food_jar/food_jar_3_4_80 (nan)      camera/camera_2_1_72 (nan)      food_can/food_can_10_4_167 (nan)      glue_stick/glue_stick_1_4_146 (nan)      tomato/tomato_1_4_101 (nan)      ,camera/camera_2_1_72 (nan) camera/camera_2_1_72 (nan) ,camera/camera_2_1_72 (nan) ,1.0,3.0,0.0,1.0,0.8,1.0,0.5,0.666666666667
camera,food_jar/food_jar_3_4_80 (nan)      camera/camera_2_1_72 (nan)      food_can/food_can_10_4_167 (nan)      glue_stick/glue_stick_1_4_146 (nan)      tomato/tomato_1_4_101 (nan)      ,camera/camera_2_1_72 (nan) camera/camera_2_1_72 (nan) ,camera/camera_2_1_72 (nan) ,1.0,3.0,0.0,1.0,0.8,1.0,0.5,0.666666666667
camera,food_can/food_can_10_4_167 (nan)      glue_stick/glue_stick_1_4_146 (nan)      garlic/garlic_7_1_74 (nan)      camera/camera_2_1_72 (nan)      tomato/tomato_1_4_101 (nan)      food_jar/food_jar_3_4_80 (nan)      ,camera/camera_2_1_72 (nan) ,camera/camera_2_1_72 (nan) ,1.0,5.0,0.0,0.0,1.0,1.0,1.0,1.0
camera,food_jar/food_jar_3_4_80 (nan)      camera/camera_2_1_72 (nan)      food_can/food_can_10_4_167 (nan)      glue_stick/glue_stick_1_4_146 (nan)      tomato/tomato_1_4_101 (nan)      ,camera/camera_2_1_72 (nan) ,camera/camera_2_1_72 (nan) ,1.0,4.0,0.0,0.0,1.0,1.0,1.0,1.0
camera,food_jar/food_jar_3_4_80 (nan)      camera/camera_2_1_72 (nan)      food_can/food_can_10_4_167 (nan)      glue_stick/glue_stick_1_4_146 (nan)      tomato/tomato_1_4_101 (nan)      ,camera/camera_2_1_72 (nan) camera/camera_2_1_72 (nan) ,camera/camera_2_1_72 (nan) ,1.0,3.0,0.0,1.0,0.8,1.0,0.5,0.666666666667
Total - camera,,,,,,,,0.795,1.0,0.6166666666666666,0.7333333333333333
 ,,,,,,,,,,,
eraser,food_jar/food_jar_3_4_80 (nan)      camera/camera_2_1_72 (nan)      rubber_eraser/rubber_eraser_3_4_143 (nan)      tomato/tomato_1_4_101 (nan)      ,rubber_eraser/rubber_eraser_3_4_143 (nan) ,rubber_eraser/rubber_eraser_3_4_143 (nan) ,1.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0
eraser,food_jar/food_jar_3_4_80 (nan)      camera/camera_2_1_72 (nan)      rubber_eraser/rubber_eraser_3_4_143 (nan)      tomato/tomato_1_4_101 (nan)      ,rubber_eraser/rubber_eraser_3_4_143 (nan) rubber_eraser/rubber_eraser_3_4_143 (nan) rubber_eraser/rubber_eraser_3_4_143 (nan) ,rubber_eraser/rubber_eraser_3_4_143 (nan) ,1.0,1.0,0.0,2.0,0.5,1.0,0.333333333333,0.5
eraser,food_jar/food_jar_3_4_80 (nan)      camera/camera_2_1_72 (nan)      rubber_eraser/rubber_eraser_3_4_143 (nan)      tomato/tomato_1_4_101 (nan)      ,rubber_eraser/rubber_eraser_3_4_143 (nan) ,rubber_eraser/rubber_eraser_3_4_143 (nan) ,1.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0
eraser,food_jar/food_jar_3_4_80 (nan)      camera/camera_2_1_72 (nan)      rubber_eraser/rubber_eraser_3_4_143 (nan)      ,rubber_eraser/rubber_eraser_3_4_143 (nan) rubber_eraser/rubber_eraser_3_4_143 (nan) rubber_eraser/rubber_eraser_3_4_143 (nan) ,rubber_eraser/rubber_eraser_3_4_143 (nan) ,1.0,0.0,0.0,2.0,0.333333333333,1.0,0.333333333333,0.5
eraser,food_jar/food_jar_3_4_80 (nan)      camera/camera_2_1_72 (nan)      rubber_eraser/rubber_eraser_3_4_143 (nan)      ,rubber_eraser/rubber_eraser_3_4_143 (nan) rubber_eraser/rubber_eraser_3_4_143 (nan) rubber_eraser/rubber_eraser_3_4_143 (nan) ,rubber_eraser/rubber_eraser_3_4_143 (nan) ,1.0,0.0,0.0,2.0,0.333333333333,1.0,0.333333333333,0.5
eraser,food_jar/food_jar_3_4_80 (nan)      camera/camera_2_1_72 (nan)      rubber_eraser/rubber_eraser_3_4_143 (nan)      glue_stick/glue_stick_1_4_146 (nan)      tomato/tomato_1_4_101 (nan)      ,rubber_eraser/rubber_eraser_3_4_143 (nan) rubber_eraser/rubber_eraser_3_4_143 (nan) ,rubber_eraser/rubber_eraser_3_4_143 (nan) ,1.0,3.0,0.0,1.0,0.8,1.0,0.5,0.666666666667
eraser,food_jar/food_jar_3_4_80 (nan)      camera/camera_2_1_72 (nan)      rubber_eraser/rubber_eraser_3_4_143 (nan)      tomato/tomato_1_4_101 (nan)      ,rubber_eraser/rubber_eraser_3_4_143 (nan) ,rubber_eraser/rubber_eraser_3_4_143 (nan) ,1.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0
eraser,food_jar/food_jar_3_4_80 (nan)      camera/camera_2_1_72 (nan)      rubber_eraser/rubber_eraser_3_4_143 (nan)      glue_stick/glue_stick_1_4_146 (nan)      tomato/tomato_1_4_101 (nan)      ,rubber_eraser/rubber_eraser_3_4_143 (nan) rubber_eraser/rubber_eraser_3_4_143 (nan) ,rubber_eraser/rubber_eraser_3_4_143 (nan) ,1.0,3.0,0.0,1.0,0.8,1.0,0.5,0.666666666667
eraser,food_jar/food_jar_3_4_80 (nan)      camera/camera_2_1_72 (nan)      rubber_eraser/rubber_eraser_3_4_143 (nan)      glue_stick/glue_stick_1_4_146 (nan)      tomato/tomato_1_4_101 (nan)      ,rubber_eraser/rubber_eraser_3_4_143 (nan) ,rubber_eraser/rubber_eraser_3_4_143 (nan) ,1.0,4.0,0.0,0.0,1.0,1.0,1.0,1.0
eraser,food_jar/food_jar_3_4_80 (nan)      camera/camera_2_1_72 (nan)      rubber_eraser/rubber_eraser_3_4_143 (nan)      ,rubber_eraser/rubber_eraser_3_4_143 (nan) rubber_eraser/rubber_eraser_3_4_143 (nan) ,rubber_eraser/rubber_eraser_3_4_143 (nan) ,1.0,1.0,0.0,1.0,0.666666666667,1.0,0.5,0.666666666667
Total - eraser,,,,,,,,0.7433333333333334,1.0,0.65,0.75
 ,,,,,,,,,,,
white,food_jar/food_jar_3_4_80 (nan)      keyboard/keyboard_5_4_130 (nan)      tomato/tomato_1_4_101 (nan)      onion/onion_4_2_44 (nan)      camera/camera_2_1_72 (nan)      ,keyboard/keyboard_5_4_130 (nan) onion/onion_4_2_44 (nan) ,keyboard/keyboard_5_4_130 (nan) onion/onion_4_2_44 (nan) ,2.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0
white,food_jar/food_jar_3_4_80 (nan)      keyboard/keyboard_5_4_130 (nan)      tomato/tomato_1_4_101 (nan)      onion/onion_4_2_44 (nan)      camera/camera_2_1_72 (nan)      ,keyboard/keyboard_5_4_130 (nan) onion/onion_4_2_44 (nan) ,keyboard/keyboard_5_4_130 (nan) onion/onion_4_2_44 (nan) ,2.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0
