Token,Type,0-apple/apple_1_1_188,0-ball/ball_1_2_185,0-banana/banana_2_4_195,0-bell_pepper/bell_pepper_1_4_138,0-binder/binder_3_2_50,0-bowl/bowl_1_1_179,0-calculator/calculator_3_4_11,0-camera/camera_2_1_72,0-cap/cap_4_2_163,0-cell_phone/cell_phone_1_2_110,0-cereal_box/cereal_box_2_4_33,0-coffee_mug/coffee_mug_3_2_160,0-comb/comb_1_4_193,0-dry_battery/dry_battery_1_1_65,0-flashlight/flashlight_3_1_142,0-food_bag/food_bag_1_2_138,0-food_box/food_box_5_2_134,0-food_can/food_can_10_4_167,0-food_cup/food_cup_2_2_74,0-food_jar/food_jar_3_4_80,0-garlic/garlic_7_1_74,0-glue_stick/glue_stick_1_4_146,0-greens/greens_1_2_89,0-hand_towel/hand_towel_4_4_38,0-instant_noodles/instant_noodles_1_1_119,0-keyboard/keyboard_5_4_130,0-kleenex/kleenex_3_4_214,0-lemon/lemon_2_4_188,0-lightbulb/lightbulb_4_1_36,0-lime/lime_4_1_15,0-marker/marker_4_1_75,0-mushroom/mushroom_3_2_154,0-notebook/notebook_2_1_170,0-onion/onion_4_2_44,0-orange/orange_3_1_145,0-peach/peach_3_2_234,0-pear/pear_2_4_64,0-pitcher/pitcher_2_1_44,0-plate/plate_6_1_64,0-pliers/pliers_4_1_184,0-potato/potato_5_1_106,0-rubber_eraser/rubber_eraser_3_4_143,0-scissors/scissors_3_4_107,0-shampoo/shampoo_6_1_230,0-soda_can/soda_can_3_4_5,0-sponge/sponge_5_4_261,0-stapler/stapler_3_4_88,0-tomato/tomato_1_4_101,0-toothbrush/toothbrush_4_2_39,0-toothpaste/toothpaste_1_4_71,0-water_bottle/water_bottle_7_1_97
lettuce,object,3.3974137953614364e-09,1.054679008079533e-07,2.3306988288149178e-08,0.0032260266376582945,4.12233247110886e-10,1.942843876709819e-05,7.667289877112309e-08,0.07816116433201997,2.6563741378608424e-08,1.6755150651332685e-07,2.4385231524949454e-10,0.0007621449680876035,5.417014137792736e-07,3.1923141068216627e-06,0.0053613782269086255,1.2658442437450309e-11,5.536176131675615e-07,0.0001717280357035391,4.210147755762018e-13,0.00032909935972607544,0.0019862121486286244,0.00033743675749041126,0.9999999771777227,0.00021253351706989235,2.764648290560179e-07,1.6659682978733537e-07,1.0880004843189251e-06,5.663899677418924e-06,1.3326722687155278e-08,7.109572399541786e-07,0.00015722325504656482,1.1321219030427209e-05,9.567979922435819e-05,1.1003894015165775e-06,3.0149218995018387e-05,6.649181186335935e-08,0.000650754074264764,0.00019458103874340975,0.002287797084404755,3.831807891523483e-05,0.0006336590685849791,0.00025962894873023253,4.5646218118853626e-10,4.907156449485029e-10,1.6114272227743892e-05,2.627896520980617e-05,6.913818270438708e-07,0.0025274518957678484,7.568861318833639e-10,1.407768056229926e-10,7.231967349745216e-08
lid,object,8.360987319411421e-11,6.826966087377674e-14,2.692241100838011e-19,1.360194958808235e-24,8.803797109900535e-10,1.1027270518250905e-13,5.071714323323724e-28,1.3372919738623722e-14,5.344147979980886e-10,2.7322879248791464e-19,2.860411924386815e-18,6.445719820318114e-07,1.0750576708324254e-19,3.30593101848466e-13,9.413641729534074e-09,3.735031722872196e-17,1.4801685852301488e-29,1.0181103894470023e-13,0.9999855798078561,0.9999998081729425,8.705994582910608e-09,0.9915317748176993,1.1041915432577716e-11,2.6348276982211395e-14,4.3197010242500516e-06,1.6339682185724495e-06,5.5361254419835e-08,0.00015010007485969748,2.218426716703898e-42,8.643193924952185e-20,1.5398393440490652e-10,1.4212534187360896e-18,4.144744523480215e-09,2.4566835153045647e-14,5.7542565310827526e-24,4.43269588179605e-06,5.684599583967839e-19,0.9809201009715023,2.5236743321063863e-15,2.0635924932068812e-10,1.4953761068532897e-14,0.001601767480323173,2.4984463561344612e-26,0.9994422766739393,4.6346019792142154e-39,6.451717733223581e-08,4.994089569835241e-09,4.573000854946441e-11,4.3439333336302095e-10,1.0396022560833377e-16,0.9999724656208862
light,object,2.0235699687773288e-54,5.681433612361925e-27,4.3033646395656036e-29,3.62826230486568e-14,9.084576957241835e-08,6.9536830897475235e-15,1.355817216894189e-26,2.496662801222585e-14,1.7934939089204917e-29,9.004387408020429e-25,1.7606696180141598e-35,0.12302330756686,0.952362071727889,3.494054135557319e-32,0.9999894688454147,6.369846339819765e-22,3.6151790047006406e-27,3.0318473088963486e-09,5.815466751204578e-31,4.55689539538584e-22,0.9999999244953585,0.003093841665151182,6.391230679861572e-06,2.1410634012908223e-09,2.3006648613049128e-36,0.006502652148633274,7.178905892743316e-24,4.2527556022201275e-32,1.0,1.2147636839516708e-24,0.0005219388087599401,1.0,7.319403563879521e-13,1.7044386671472334e-09,3.621750943030288e-05,2.6642330917349395e-25,1.8782894658268037e-22,4.945478287304619e-22,1.1495372716483221e-20,1.211159021661841e-29,5.917646256494098e-31,5.9260948845320015e-05,3.960046706678908e-26,1.1832834150431163e-21,6.175242501007379e-19,8.53733738448153e-08,1.9289835451162756e-32,5.3472446316532424e-09,4.3368475651764655e-07,1.1814971394335491e-23,1.2676221026788687e-19
lightbulb,object,1.8602895605101085e-12,9.784579315088413e-07,2.8041852031111422e-12,4.68892873023237e-14,5.685316072360571e-10,2.929342161152564e-07,3.843996344165311e-06,0.03398624199793175,3.4668027600502508e-09,7.019634562314161e-07,6.462394643251735e-14,0.0002769339853479127,0.0008721181055913847,0.005198859797020475,0.21900600455484773,1.8401783645016286e-09,1.4336184646440707e-09,2.876019971050703e-06,3.074391426483394e-17,7.638068931900291e-07,0.00348452750364249,1.8120773104421206e-05,5.362776689163991e-06,9.384982742444002e-05,1.5995367619341885e-08,1.3336117482262283e-09,2.010848152859887e-08,6.040426226470103e-07,0.9999999999777092,6.694699643245195e-10,9.520259858501669e-08,0.9998182545900064,1.7089332790738033e-07,0.0027154462320144795,1.0382954709938369e-05,1.344131677328461e-09,6.38403282639492e-06,0.001395455277954045,6.656826384938845e-07,6.776714828693147e-07,3.811384362392157e-08,0.00030447716679905676,6.5758213375081e-11,2.1758269594249304e-14,2.1184667582135654e-06,6.117049294027326e-06,8.368404218508982e-08,0.00036149285746513474,6.781181691661748e-06,9.853189938982283e-11,2.1776927709399204e-07
like,object,3.322504511123567e-93,1.3461024159090993e-31,6.019784742830431e-07,3.2697987025135993e-116,3.3601459884288796e-20,6.197764563318618e-19,5.507679313108434e-12,7.372181986235107e-70,2.059112944168054e-15,9.536924888754964e-29,1.3208408490773317e-11,2.804761029800839e-68,5.144299210909763e-28,6.6414202540041e-56,1.0423081123182485e-96,1.2512802249622737e-41,7.720938488516419e-19,0.9999999968905837,2.2376099593860965e-45,1.9508777287917286e-30,2.3998068044782273e-21,2.936918654585695e-37,0.0004453710351242731,6.261031878020665e-36,0.9776223876063047,1.5703573939028411e-10,1.0282318987570905e-15,9.952266843001125e-54,1.1809779391489928e-55,6.33012399913698e-103,6.476048160676812e-37,5.667299965450033e-75,4.131848702870579e-11,0.014381347854778079,9.094054783894864e-12,7.50407558095185e-49,2.7252291744077454e-39,1.6635050909782062e-62,4.712332166533353e-30,9.19752072221729e-81,3.0804620946627107e-53,1.335764680978732e-20,6.914051420894905e-20,0.0003300726278005763,2.266404206765078e-37,3.5208774542156436e-25,7.428202765300156e-43,6.503498813083983e-129,7.953868572935983e-24,5.529024916062322e-23,4.735363464825928e-23
lime,object,2.2956192526428625e-12,1.268755935148601e-07,9.962533878066942e-13,2.6565707309257073e-07,3.5962756506090523e-22,4.2198540372207463e-13,2.555958945058666e-07,6.39095657495035e-08,7.367857530399231e-14,9.077091658052481e-10,8.704408998420192e-19,2.1510329876232114e-06,4.1893555926699953e-19,1.8628061023933715e-09,0.0005577479190706137,2.031118640392498e-14,3.976536577755792e-13,4.552014147616279e-07,3.1931770933061776e-18,8.654511325981828e-08,9.382381857914119e-06,8.159853875682986e-11,0.45753814771349144,4.296205844538828e-12,8.532685063771466e-12,7.891304294166637e-07,2.1456193365245e-11,3.834617954410411e-07,4.47981997877302e-10,0.9999999999998501,6.0234467794658404e-05,0.9965890281947191,1.5775296181090027e-09,2.0351730182677474e-07,1.4379622836959296e-07,2.954421012079411e-12,0.0005951442179755327,4.772012877110363e-09,4.492519944934582e-13,2.8326041258817202e-12,1.646375255051309e-05,1.2510696820254698e-05,4.95089049733269e-15,5.731304355811442e-15,1.3894913109530581e-05,3.655563165771084e-09,3.857218957956375e-10,9.060512615242834e-07,9.784939435066702e-13,3.8251418355428525e-09,3.0284808854751045e-06
liquid,object,4.587063384416328e-09,1.0252761813335002e-06,3.301546895538741e-10,4.992762760094645e-09,4.6359107815892435e-06,1.2532224297709436e-06,1.2515033528839357e-08,0.000494214649860819,2.796019835793283e-06,2.0379116851154253e-08,1.8962696493773806e-06,0.18048807581241436,7.016214097170196e-10,9.097794443053679e-08,6.659961910271754e-05,9.915900458789765e-13,2.5302764468815684e-07,6.340844808423304e-11,2.0907929420139728e-23,9.64404635489753e-07,0.00010007563156911891,4.585956475733546e-06,1.1333065726408489e-07,2.661468942491862e-07,1.6535734626941476e-10,7.94750656304577e-07,3.159605958359695e-09,8.266535955871319e-08,3.242544282697519e-15,4.146486127965988e-09,6.7091077261806045e-06,3.309763808068906e-07,0.0014768139226210013,5.2330423017322335e-06,1.0751368163051489e-05,5.351746879971216e-06,1.0102634106670638e-06,0.9999999911164644,2.3040100774564964e-07,4.4828488049303145e-05,4.06153887679904e-05,0.0018760310319798459,4.865308459243605e-09,0.9951600973434369,1.7374013871896175e-09,0.00019089556667979335,2.5640128947488406e-10,0.00011696895596950531,7.443824017303009e-10,2.1927128776891677e-12,0.012262859686877292
looks,object,1.0137859586828951e-35,1.297472493164991e-19,0.00017410538500819059,7.464597529495108e-85,2.4327397606242054e-16,6.730039960396506e-22,0.012926329758254876,9.654532903664697e-57,1.2970870869151382e-08,2.93431529324848e-30,2.9184100564256298e-05,6.308877585421925e-07,5.3976560550854157e-17,1.050255768265144e-20,2.130840047307295e-36,8.178085831640369e-16,1.1727126534716902e-19,0.9999841724069114,9.324646878876864e-22,2.978227757583166e-08,4.078425454270635e-12,1.1858641138974872e-17,0.9195752389948463,0.9676974506763042,0.9341356368186793,9.092261607444386e-05,1.721678349957983e-15,2.4567240820536573e-43,3.15289706242739e-36,9.853387183508871e-48,1.2327219118640826e-15,4.452235558519537e-29,5.9550667484435315e-09,2.255127756510452e-15,9.700794987012774e-66,6.286581928288384e-37,1.1305269381074883e-17,1.1372096591650627e-62,6.504653241747324e-37,9.580108318409064e-44,2.2309227456093238e-38,2.2817109065820833e-11,7.850222224699848e-37,1.6192574538595921e-10,4.45042598995134e-14,4.896193110900961e-12,7.236215995269753e-63,5.419472255135044e-80,1.7672579483823452e-30,5.633154860772306e-07,3.521335609687396e-15
marker,object,1.6033628190617493e-08,2.5380378040743375e-16,9.022221817808592e-09,5.883099939726478e-16,5.726493949503573e-14,2.239492638655944e-11,5.635179195419579e-12,1.2666179671653447e-13,3.0576663322903607e-15,3.21392238733811e-16,9.593938448017382e-08,0.0006400127394420959,1.497766226288911e-05,1.4625096918323756e-16,4.645568561661529e-06,6.505858677358178e-15,6.252974535081342e-11,5.209931863784332e-08,4.1117354379731474e-20,9.824943801407922e-07,1.6347293856742919e-13,0.0004933656180346151,1.9653624917749538e-10,4.392484179309638e-06,1.6487336353122298e-07,8.147135870011541e-07,1.825695433017287e-15,8.520811558751943e-08,1.256972269927569e-17,8.542787449805053e-05,0.9999999999999998,0.0006851894069863817,4.002621815016641e-07,9.548992757415016e-08,7.637973614185201e-09,3.4168437733043235e-09,0.00027084307007470943,7.650418120225875e-11,8.29319403992618e-08,1.25996632712486e-06,4.523586272065423e-08,3.08819471888099e-10,9.017218489188424e-20,8.799489608309217e-09,4.827942754337471e-05,2.904729921385738e-06,3.2056909466701424e-15,1.4570466600812312e-07,2.6767726829058987e-14,2.3896771629685342e-09,1.8784582580661608e-17
math,object,9.724612841956826e-09,0.0005679858808662292,2.6573607949956686e-08,1.4400072288411112e-09,5.081239645967448e-10,6.620467427358802e-06,0.9999979037646722,0.017737413946078723,5.22028008877385e-10,0.7636893045600068,3.5798192693870448e-12,7.986235851128746e-05,2.0601500977201409e-07,0.001517698312965161,0.016354772740661532,1.1618239204404692e-12,1.386017505680187e-07,1.3240839788169364e-06,5.138055587898091e-14,0.0004062288284711462,0.0003710056337204191,0.00010742279107149396,1.514524583719115e-06,0.00014253561455989384,1.8552455371570955e-07,0.02591161950450537,4.3251487934719363e-07,7.293635877086461e-07,3.7747864765559546e-10,2.6054883085910518e-08,1.8166612230018827e-05,1.2049652317230947e-05,4.208623081044386e-07,1.796640950661658e-06,1.0797775712545233e-06,3.539012010594706e-09,0.0001280334888786626,0.0018082423873368313,2.4730934778414134e-05,0.000972966005238252,4.67933297470837e-06,8.149775447246379e-05,5.533818495310997e-08,4.528686331470027e-12,0.0004027349337664524,7.498794314124202e-07,5.86087417883316e-05,4.9925493882154236e-05,6.853141944538272e-10,6.521326517556854e-09,1.0916984606344512e-07
mini,object,1.6650296252372875e-05,0.0031066678236793426,5.8170823593777384e-21,1.893310293626392e-15,9.547046353822681e-12,1.8240937572117421e-09,6.540120865061194e-18,6.187468831025479e-09,4.735210878487565e-15,1.1681643491872845e-06,2.761286713357851e-25,3.9047482025954296e-07,1.736000827019948e-07,0.00014025150284584367,0.00902887581415243,0.0035870511215365403,1.449985836986851e-20,1.3338318509808933e-07,2.7796766812014563e-16,0.0003443114020979869,1.0710723929639582e-10,1.5904122180422106e-05,1.1417596510193694e-20,5.482237634777872e-07,1.4312953141365975e-06,2.4418948476912858e-12,1.8096984418475607e-08,0.05920025134620766,3.3327672920579924e-11,9.721234338757684e-08,4.519091033523933e-08,3.573878099618979e-17,2.2925628441627987e-08,1.8857712290513037e-11,6.447829426441042e-14,8.379378623519035e-12,1.0267079626696165e-05,3.793474654257401e-11,1.3795988768626597e-09,4.101013903944327e-07,1.683938658744508e-11,1.1018529950507865e-05,8.882421592046306e-09,5.884689433403483e-21,8.369801668197418e-09,1.7154023917867126e-08,1.1702467180135976e-05,2.983420542956336e-07,2.889855629478511e-07,5.476739953534834e-12,3.096501061945485e-08
mobile,object,9.832314325761506e-07,5.409197672735269e-05,1.2977554496320569e-10,1.0908582594311664e-10,7.66133825439249e-07,5.07604327246416e-05,0.0019486218795209378,0.0004677598540457544,7.610709499950823e-07,0.9999975058658302,7.180397923501583e-10,5.578274464404537e-06,4.215827675043156e-05,0.0037601102236080606,0.07202403552112879,2.948611683907506e-10,7.742376266851594e-07,2.8826888742893575e-07,7.273120136856705e-14,0.0014038161163259148,0.0003538404282250661,0.0020764436181115557,2.957941634724632e-09,0.0001314735180558345,1.1382841583701759e-07,1.152158379716297e-06,3.633449817017138e-06,1.2429742374889925e-07,1.2173969620269856e-08,6.463151074229949e-11,0.0003144585256015647,1.8206769597452096e-05,1.2250756497385543e-06,9.024464457583646e-05,6.783346906841524e-07,1.9632577381742926e-07,7.218266411852075e-05,0.07714133006073791,8.916454051620184e-05,0.0006631068761644004,2.8255706881827524e-07,4.7443590585746566e-05,7.76506084166591e-10,1.1677885124074301e-11,0.00011337930427427067,7.324998736514777e-05,0.0007012766177410541,2.2783575041237126e-05,6.1362787801037675e-09,6.581179906452171e-08,5.644092470254655e-07
mostly,object,4.295769907856582e-27,1.5568437454604713e-14,5.195026314373868e-16,9.388829180413641e-19,3.2441604661367205e-26,1.4933046307789232e-15,4.6168822803687064e-24,5.751597918943905e-19,0.6444905207840647,7.693744265399626e-29,0.000582338330679031,5.027343083054301e-15,4.645795049884133e-14,1.3801280904081264e-13,3.660783844013877e-08,2.2673963646478074e-08,0.9886477510260321,4.4023214447053174e-14,1.405037603615205e-41,7.249205693096761e-23,5.542024026919081e-06,5.075718755903631e-14,2.6863814632291653e-24,8.254600161463312e-11,2.8294803927996688e-14,4.940223607632883e-33,4.537272141471843e-12,5.655576206378825e-12,3.2019200657615843e-06,4.199204534393745e-19,4.271561245077521e-11,0.07772545813968064,0.04218667849529433,0.015353531079801582,6.304347501357387e-05,2.777458471634634e-13,3.3620578123350764e-16,1.1544252210307987e-10,1.2938035354362928e-09,6.889287711132686e-15,1.119223516271043e-07,9.443120746765546e-05,0.00444045810788373,6.775741015647712e-14,1.2065460028012666e-07,9.85357923627225e-13,5.666947536507344e-40,0.0011660690479640375,1.3573637377042444e-09,3.7402157199697724e-10,2.9935243924568683e-07
mug,object,5.092119680990838e-05,2.1790937544310714e-05,3.4771720613817525e-08,2.867593937993841e-08,5.3212508774374206e-08,0.6602677263150218,3.3488959216190275e-06,0.030296613819065656,6.519495505665214e-06,1.5590396951268803e-05,5.277870418684206e-08,0.9999992497749202,2.2751696408761305e-06,7.422854527143637e-05,0.00255218288086998,1.2209416181690507e-08,7.193191688175019e-06,7.410699856149649e-07,1.5405876973142268e-12,9.473209399653607e-05,0.0004263412476487411,0.0007139808093595774,1.2371572363318824e-06,2.918446708066979e-06,1.0069308959841235e-06,3.6259901545713956e-07,8.011667033380448e-06,9.181256326599954e-06,1.3193845155409587e-09,2.4822009650369114e-08,0.00017482716840589016,5.840391280986512e-05,6.648781813034175e-06,9.125038135521106e-06,2.178247106134182e-06,2.7305656178084432e-06,1.1683521022303646e-05,0.9848820896345987,0.000537838406404202,0.00042303457982072786,2.2242307307504596e-05,0.0002180226266045189,8.972430411319632e-09,2.4232886319175086e-12,7.549774357239042e-06,3.444878817129201e-05,2.735390679977892e-07,0.00017448308244295808,5.099032327086325e-08,9.723438256601449e-10,4.09032024382648e-07
mushroom,object,1.0164495733052022e-10,0.1562710853969055,2.953404969481699e-06,1.0733284851891466e-11,3.248947643225638e-17,1.6175927527011176e-08,2.5589481868445275e-12,2.894703619138908e-06,5.615095534333179e-12,7.569498643469607e-10,1.388274077723571e-19,1.1230504829683154e-06,1.6805132831057284e-11,4.195731530575498e-07,0.027656556425248693,1.0278910218958012e-11,8.742047465992544e-09,2.3658840493943473e-06,1.1194743848140907e-10,2.8109028555479106e-05,0.9999999999999507,0.004734785834490563,3.953112002605995e-05,8.605411433225545e-06,3.7786642601798097e-06,8.844242696744592e-16,3.2315619853568114e-09,1.0711963749991448e-10,0.00012442067634433514,1.4335847084873205e-11,7.146379365215888e-06,0.9999999999998879,2.1700158335259072e-06,0.8308176573017205,1.0182791925729705e-06,9.232143095701363e-08,1.2849352988617507e-06,1.4493857983028277e-07,9.295334452147277e-07,1.8444600748738756e-07,0.00014395367900010885,1.703256381924645e-05,5.793060171491172e-18,1.0970600363482316e-12,0.00013419986232951484,3.436413586138252e-14,2.318145070108714e-08,2.8360477832708157e-05,1.1691797243171565e-11,3.615059165355091e-12,2.1343067105058195e-10
napkin,object,5.995679047874763e-06,2.320622558216542e-05,1.035666398213459e-06,2.1867766611253103e-09,8.862837629539212e-07,1.404569350744691e-06,1.501976417904858e-09,6.061740643095051e-06,6.639819586978223e-06,2.163710203446203e-06,3.3749932535845026e-10,0.00013450817723129142,4.600710904053151e-07,1.406635603836868e-06,0.0016586592127813761,3.160235711192678e-12,7.91750854154896e-09,5.323834023058902e-07,4.304906969894792e-16,0.0003189314660013822,0.0001933577784530172,6.716255171663518e-05,8.206441690583759e-09,0.9999999852761401,2.511563252637336e-08,8.05766798585066e-09,8.527170251590522e-06,6.857444459116256e-07,9.956198765504951e-12,1.0577079139418752e-07,0.0015858508907410833,1.2943646569370822e-07,0.002044399865588233,2.2389838643543762e-05,5.60281119899486e-07,3.39383464572367e-07,3.9043796183170546e-05,0.0002736948174747882,0.5001099681669964,0.000314962944444046,7.284574651730148e-05,0.00015051149639285898,3.1677399466334313e-11,7.506110111853877e-13,3.323924025010041e-05,1.1323054558380242e-05,2.621862484239707e-06,7.892211213774062e-05,5.016947659844203e-08,1.5394594498527695e-09,3.2889926191065328e-09
noodles,object,4.999001662080253e-21,5.3587844552297556e-15,3.2442765291055534e-15,1.1223872523603735e-13,3.2320923246383884e-06,1.3449810519859366e-06,1.3436574120922511e-10,5.812891828825559e-13,7.101746722357636e-07,1.4376697076059048e-12,1.8240228011869472e-08,1.9249657051746347e-06,2.058616777753445e-05,5.6158250330955954e-06,0.0006804324486403607,1.9481138790471046e-09,6.408986004408806e-06,1.1321847774277509e-09,8.577403162539422e-16,1.8852300405709833e-06,3.255613283149078e-08,9.829384550073429e-05,0.04513619166456477,5.214041352060745e-05,0.9999999328897283,1.4610478174313201e-08,0.00012876715414956365,2.213405844452774e-11,1.0045639203759429e-08,6.049815547659354e-14,1.5270266610994454e-08,3.3016744630579533e-12,9.486136242535186e-07,4.035031211340607e-05,1.5548325348560357e-07,1.5405806668695918e-14,8.155741395666753e-07,3.925454665269305e-13,1.430908915748972e-07,5.180925407979272e-17,4.1293212091748115e-17,3.934774425618008e-05,1.8510954617332567e-19,3.727476634360024e-16,1.0485920609350785e-08,3.219201522493672e-08,1.4026232149514683e-18,1.539569220185631e-05,6.73495594574075e-12,7.328726695169159e-15,3.949541183785591e-09
notebook,object,7.88562430943837e-08,3.7024586409997814e-05,1.3766653265010637e-09,1.387116807752031e-07,2.7478855012460556e-07,6.85473073378004e-06,5.579507275469259e-07,3.7574662285885486e-05,2.738776131856542e-07,1.1100060613044339e-05,5.009974343879807e-08,2.566547287404613e-05,2.4255933063441876e-07,1.0665385175900585e-05,0.0038590992578256328,4.467592488950409e-07,6.031214655771738e-05,2.3187475534552433e-06,1.4903071311811216e-12,0.00013042080671100604,0.0010497580109801487,0.0009039968933797822,2.475912500427722e-06,2.5068283364865206e-06,3.625788452118236e-07,8.211726203039607e-07,1.775569770668777e-05,1.724248704063807e-05,3.6485094426884055e-11,2.786456188143366e-07,0.0016794999973055145,6.123740700806399e-07,0.9999999973335556,1.0429540243740326e-05,5.9384665843046836e-06,4.830722828219605e-07,0.00031863135179685954,0.00020932392929151405,4.550487546638993e-06,5.34822980936972e-05,9.346346603280386e-05,0.008382744109791866,9.155706413285004e-09,2.392254006524616e-10,0.0001487823137201668,2.15760747001489e-05,2.0822369098173064e-06,0.00012386908065253438,9.342670886701866e-07,6.889579701150709e-09,7.019216614496201e-07
object,object,3.521539011602179e-201,4.722532529146709e-62,8.788633866599685e-68,1.1458550068446189e-46,1.9763225244778913e-138,3.2227744732485473e-46,7.650312708624961e-22,5.800658745872786e-55,1.0,1.7275537124724792e-48,1.0354149597478988e-86,1.458107674234443e-61,1.299393733390879e-94,1.6926887773850099e-121,9.989313547818577e-94,9.856195705121556e-197,1.5279756875631876e-40,1.831255915675764e-56,3.612215437654016e-159,2.217909153664283e-23,1.1712003944535355e-93,0.0,4.221364255850886e-96,5.6700753523956975e-61,1.0252819350755232e-115,2.0306579744849876e-111,4.519915252596274e-26,2.6531034319545623e-46,6.732932927639918e-123,0.9936152203204561,3.668344993876132e-132,6.319161126756952e-07,1.3515594057229044e-24,1.2816641507384795e-76,3.800736177903536e-08,3.943625143539096e-72,8.376970826413302e-80,1.764510420925365e-90,6.496083629642548e-50,2.955218098846277e-111,5.165775848994248e-52,1.3776429129843355e-188,3.4825418619508913e-75,1.4171977283422922e-149,1.1075617752381723e-26,4.3336449461153544e-117,1.0,0.1710897910218794,3.6143725577363464e-29,2.767691972131151e-97,6.968702983941448e-44
one,object,1.9781359416579114e-13,8.284570553834257e-10,2.2710780927363566e-30,2.802953716089592e-12,1.5364540082194135e-25,6.811608475774253e-09,3.462126594631159e-23,1.7219757604473524e-07,1.4340444110815619e-06,7.709568605497901e-29,2.5947328638547935e-23,6.199217163254516e-08,1.727176367403517e-14,1.0305125057400746e-14,7.739233219674352e-06,6.34943590384827e-06,0.9941210409963488,1.8767131952100062e-10,1.0530277514898095e-17,0.00028477657829497634,1.1938098119125837e-05,4.7748312358578764e-09,7.420808411991826e-05,7.426324609062134e-12,6.577357525899686e-06,6.836705571687289e-25,5.391958300687875e-11,8.538792477448077e-11,1.1424540666591201e-14,1.0953525138431293e-06,1.7109593809758378e-07,9.003632418113391e-05,8.39926009959696e-16,3.8727755425414104e-07,6.221917526665035e-07,8.461658444274041e-08,6.8183244247954676e-12,6.5042483519405885e-09,2.4615781278329914e-09,1.4656543106495037e-06,0.00011667822348947176,0.00033254090883423236,7.58918802528446e-12,8.992009757186402e-16,0.0010162432606357701,9.078401254304172e-13,1.2633475013952576e-19,0.00046995990382055306,3.3291271308917337e-09,5.408552855176906e-12,1.245998447526035e-09
onion,object,5.464999167157156e-25,3.1488900456644815e-06,1.4637661611734779e-38,6.18842989412849e-17,1.423394830725249e-24,4.799693236386177e-08,1.1703981853347286e-05,1.0427291498950685e-19,2.5997647454357207e-08,1.919943832681427e-20,6.676375671489648e-30,2.1019086769587973e-07,1.1438465272111867e-11,8.435570337327967e-19,1.1109888758966934e-05,2.0637020422976603e-17,9.718267058909096e-05,2.9661241102377914e-14,4.720508187155566e-18,1.8239424005084204e-21,0.7703087948829072,2.5597283965537488e-05,1.1919574066433862e-18,2.493681277155125e-30,2.0000758693111982e-28,6.716934275966031e-11,5.991065530739299e-25,6.153736289816183e-22,7.047594008697835e-39,0.0003162834942185979,4.258762243517643e-07,1.1240642489469052e-25,3.0434524480573746e-08,0.9999810277597545,1.5720488185340592e-15,4.208291516002814e-06,4.6671466159164785e-14,4.825108443027498e-16,3.2369135793558126e-24,5.947795790507453e-10,1.4845452653951757e-16,1.9665909914984365e-08,7.42021910728295e-22,1.9588185342895904e-28,1.4696512448447565e-07,2.530426994175924e-19,1.6104060425258935e-38,4.61018522479019e-08,1.7504729504521152e-16,3.3740490698791725e-43,2.7540877139050384e-15
orange,object,7.335647017154283e-29,6.345591429747082e-20,9.302366241087215e-83,0.9999999994354418,6.365364484431453e-47,7.226569465411591e-53,1.0281882100481029e-16,3.932034353976149e-28,1.574721072443973e-14,4.362940936315212e-06,1.5090691574272093e-80,4.9682153703219705e-17,9.374032328092361e-15,1.5164564094193768e-24,1.755323733233328e-36,3.5478153364657114e-09,3.0275464366334595e-15,2.573449573085959e-40,3.0516972444365738e-27,1.5214631784950347e-21,1.2109146909262447e-16,4.214225908958335e-05,1.5798999884901756e-28,4.650599062197437e-15,1.2874820319216561e-23,8.429165425980753e-17,7.881769636146481e-25,5.7251279386086604e-08,5.889213665857153e-13,1.6728013364411826e-12,5.147890467115246e-21,4.050052057213766e-29,1.58345310460273e-24,8.835788568753394e-07,1.0,1.1159496646858177e-05,8.938547620981254e-22,5.724325882525624e-09,8.878116482168759e-30,5.926970699268248e-35,2.7931601100018593e-41,6.604186598230617e-10,5.753295705710105e-13,4.648803887057277e-41,5.202222635573518e-13,8.032371993755023e-26,6.242486229070055e-32,0.012915738186875834,1.2025329402104504e-37,6.41694869222861e-10,1.4973435998939929e-16
oreo,object,3.812579315730476e-11,5.024138093084485e-06,4.696713648603243e-21,9.665359219969737e-19,4.521715361467168e-22,9.480857339187479e-10,8.425603031236678e-10,2.916208433706609e-11,2.96119604881137e-15,1.6434965337009433e-17,3.0582032843555813e-09,5.897816593096046e-10,7.207373397071163e-19,1.1675143510414948e-06,6.128167165483726e-08,0.9996209542813903,0.2957410921367412,1.524847905836059e-07,7.935123420009232e-26,2.7951078217131736e-08,7.042953944185695e-08,1.4284459249257087e-09,1.6080654517730567e-31,3.6147235582671193e-09,7.824254037606942e-07,1.3551136759490768e-10,6.4052406170558425e-12,1.0821867994684712e-05,0.005761728056453143,2.047939643813073e-24,7.976649160265002e-10,1.3774599534132615e-12,2.0742765533329265e-06,2.173585976407145e-09,2.8507893117062228e-08,1.1185995445446646e-13,3.4578235835973164e-10,4.308176043733987e-06,1.7963995541145708e-10,2.8041129603561718e-08,5.764042073718285e-06,6.002231563109492e-08,1.5749163781095085e-06,4.396489707105499e-10,2.962577300091171e-06,1.8640369037826837e-09,9.672494642356872e-28,3.3278152927963793e-09,2.2870838158432565e-10,1.1988308762060824e-07,6.666414147027785e-26
